,name,code,url,gasDayStart,gasInStorage,injection,withdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,status,trend,full,info,country,short_company,company_name
5332,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-05-08,0.9162,30.23,5.1,1.193,27.6,27.6,C,2.1,76.8,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5333,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-05-07,0.8911,30.73,5.1,1.193,27.6,27.6,C,2.15,74.69,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5334,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-05-06,0.8655,22.91,5.1,1.193,27.6,27.6,C,1.49,72.55,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5335,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-05-05,0.8477,18.02,5.1,1.193,27.6,27.6,C,1.08,71.06,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5336,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-05-04,0.8349,21.17,5.1,1.193,27.6,27.6,C,1.34,69.98,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5337,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-05-03,0.8188,20.9,5.1,1.193,27.6,27.6,C,1.32,68.63,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5338,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-05-02,0.8031,22.76,5.1,1.193,27.6,27.6,C,1.48,67.31,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5339,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-05-01,0.7854,22.63,0,1.193,27.6,27.6,C,1.9,65.83,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5340,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-30,0.5714,9.65,2.4,1.193,27.6,27.6,C,0.61,47.9,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5341,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-29,0.5642,0.59,2.4,1.193,27.6,27.6,C,-0.15,47.29,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5342,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-28,0.566,0.59,2.4,1.193,27.6,27.6,C,-0.15,47.44,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5343,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-27,0.5678,0.24,2.4,1.193,27.6,27.6,C,-0.18,47.59,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5344,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-26,0.57,0,2.4,1.193,27.6,27.6,C,-0.2,47.77,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5345,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-25,0.5724,18.38,2.4,1.193,27.6,27.6,C,1.34,47.98,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5346,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-24,0.5564,18.38,2.4,1.193,27.6,27.6,C,1.34,46.64,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5347,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-23,0.5404,18.38,2.4,1.193,27.6,27.6,C,1.34,45.3,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5348,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-22,0.5244,18,2.4,1.193,27.6,27.6,C,1.31,43.96,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5349,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-21,0.5088,18,2.4,1.193,27.6,27.6,C,1.31,42.65,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5350,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-20,0.4932,18,2.4,1.193,27.6,27.6,C,1.31,41.34,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5351,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-19,0.4776,18,2.4,1.193,27.6,27.6,C,1.31,40.03,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5352,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-18,0.462,18,2.4,1.193,27.6,27.6,C,1.31,38.73,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5353,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-17,0.4464,18,2.4,1.193,27.6,27.6,C,1.31,37.42,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5354,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-16,0.4308,18,2.4,1.193,27.6,27.6,C,1.31,36.11,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5355,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-15,0.4152,18,2.4,1.193,27.6,27.6,C,1.31,34.8,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5356,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-14,0.3996,19.31,2.4,1.193,27.6,27.6,C,1.42,33.5,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5357,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-13,0.3827,18,2.4,1.193,27.6,27.6,C,1.31,32.08,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5358,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-12,0.3671,16.4,2.4,1.193,27.6,27.6,C,1.17,30.77,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5359,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-11,0.3531,18.38,2.4,1.193,27.6,27.6,C,1.34,29.6,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5360,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-10,0.3371,18,2.4,1.193,27.6,27.6,C,1.31,28.26,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5361,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-09,0.3215,18,2.4,1.193,27.6,27.6,C,1.31,26.95,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5362,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-08,0.3059,17.66,2.4,1.193,27.6,27.6,C,1.28,25.64,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5363,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-07,0.2907,17.41,2.4,1.193,27.6,27.6,C,1.26,24.36,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5364,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-06,0.2756,9.58,2.4,1.193,27.6,27.6,C,0.6,23.1,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5365,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-05,0.2685,9.58,2.4,1.193,27.6,27.6,C,0.6,22.5,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5366,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-04,0.2613,17.66,2.4,1.193,27.6,27.6,C,1.28,21.9,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5367,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-03,0.246,17.66,2.4,1.193,27.6,27.6,C,1.28,20.62,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5368,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-02,0.2308,17.66,2.4,1.193,27.6,27.6,C,1.28,19.34,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5369,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-04-01,0.2155,17.66,2.4,1.193,27.6,27.6,C,1.28,18.06,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5370,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-31,0.2002,15.02,0,0.8137,13.8,27.6,C,1.85,24.61,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5371,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-30,0.1852,16.58,0,0.8137,13.8,27.6,C,2.04,22.76,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5372,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-29,0.1686,16.58,0,0.8137,13.8,27.6,C,2.04,20.72,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5373,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-28,0.152,3.6,11,0.8137,13.8,27.6,C,-0.91,18.69,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5374,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-27,0.1595,3.6,11,0.8137,13.8,27.6,C,-0.91,19.6,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5375,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-26,0.1669,3.45,10.6,0.8137,13.8,27.6,C,-0.87,20.51,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5376,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-25,0.174,3.6,11,0.8137,13.8,27.6,C,-0.91,21.38,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5377,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-24,0.1814,3.6,11,0.8137,13.8,27.6,C,-0.91,22.29,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5378,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-23,0.1888,3.6,11,0.8137,13.8,27.6,C,-0.91,23.2,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5379,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-22,0.1962,3.6,11,0.8137,13.8,27.6,C,-0.91,24.11,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5380,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-21,0.2036,3.6,11,0.8137,13.8,27.6,C,-0.91,25.03,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5381,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-20,0.211,3.6,11,0.8137,13.8,27.6,C,-0.91,25.94,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5382,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-19,0.2184,3.6,10.6,0.8137,13.8,27.6,C,-0.85,26.85,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5383,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-18,0.2254,3.6,1,0.8137,13.8,27.6,C,0.32,27.7,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5384,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-17,0.2228,3.6,10.3,0.8137,13.8,27.6,C,-0.83,27.38,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5385,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-16,0.2295,3.6,9,0.8137,13.8,27.6,C,-0.66,28.21,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5386,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-15,0.2349,3.6,9.6,0.8137,13.8,27.6,C,-0.74,28.87,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5387,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-14,0.2409,3.6,13.9,0.8137,13.8,27.6,C,-1.27,29.61,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5388,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-13,0.2513,3.6,5.8,0.8137,13.8,27.6,C,-0.27,30.88,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5389,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-12,0.2534,5.28,0,0.8137,13.8,27.6,C,0.65,31.14,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5390,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-11,0.2481,3.6,10.4,0.8137,13.8,27.6,C,-0.84,30.49,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5391,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-10,0.255,3.6,6.3,0.8137,13.8,27.6,C,-0.33,31.34,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5392,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-09,0.2577,3.6,7.2,0.8137,13.8,27.6,C,-0.44,31.67,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5393,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-08,0.2613,3.6,11.2,0.8137,13.8,27.6,C,-0.93,32.11,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5394,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-07,0.2688,3.6,14.5,0.8137,13.8,27.6,C,-1.34,33.04,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5395,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-06,0.2798,3.6,5.6,0.8137,13.8,27.6,C,-0.24,34.38,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5396,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-05,0.2817,7.54,0,0.8137,13.8,27.6,C,0.93,34.62,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5397,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-04,0.2742,4.88,2.5,0.8137,13.8,27.6,C,0.3,33.7,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5398,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-03,0.2718,3.6,10.6,0.8137,13.8,27.6,C,-0.86,33.4,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5399,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-02,0.2787,3.6,19.3,0.8137,13.8,27.6,C,-1.93,34.26,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5400,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-03-01,0.2945,3.6,19.3,0.8137,13.8,27.6,C,-1.93,36.19,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5401,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-28,0.3102,1.56,7,0.8137,13.8,27.6,C,-0.67,38.12,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5402,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-27,0.3157,11.57,0,0.8137,13.8,27.6,C,1.42,38.8,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5403,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-26,0.3041,10.03,0,0.8137,13.8,27.6,C,1.23,37.37,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5404,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-25,0.2941,1.2,7.3,0.8137,13.8,27.6,C,-0.75,36.14,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5405,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-24,0.3001,1.2,3.4,0.8137,13.8,27.6,C,-0.27,36.89,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5406,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-23,0.3023,1.2,4.7,0.8137,13.8,27.6,C,-0.43,37.15,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5407,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-22,0.3058,1.2,4,0.8137,13.8,27.6,C,-0.34,37.58,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5408,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-21,0.3085,1.2,1.9,0.8137,13.8,27.6,C,-0.09,37.92,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5409,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-20,0.3093,1.2,1.2,0.8137,13.8,27.6,C,0,38.01,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5410,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-19,0.3093,1.2,5.5,0.8137,13.8,27.6,C,-0.53,38.01,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5411,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-18,0.3136,1.2,4.3,0.8137,13.8,27.6,C,-0.38,38.54,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5412,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-17,0.3167,1.2,0.6,0.8137,13.8,27.6,C,0.07,38.92,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5413,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-16,0.3161,1.2,0,0.8137,13.8,27.6,C,0.15,38.85,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5414,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-15,0.3137,0,0.6,0.8137,13.8,27.6,C,-0.07,38.55,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5415,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-14,0.3143,0,0.8,0.8137,13.8,27.6,C,-0.1,38.63,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5416,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-13,0.3151,0.89,0,0.8137,13.8,27.6,C,0.11,38.73,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5417,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-12,0.3143,0,11.5,0.8137,13.8,27.6,C,-1.41,38.62,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5418,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-11,0.3257,0,0,0.8137,13.8,27.6,C,0,40.03,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5419,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-10,0.3257,0,4,0.8137,13.8,27.6,C,-0.5,40.03,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5420,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-09,0.3298,0,4.6,0.8137,13.8,27.6,C,-0.57,40.53,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5421,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-08,0.3344,0,1.6,0.8137,13.8,27.6,C,-0.2,41.1,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5422,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-07,0.336,0,5.7,0.8137,13.8,27.6,C,-0.7,41.3,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5423,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-06,0.3417,4.82,0.8,0.8137,13.8,27.6,C,0.49,41.99,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5424,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-05,0.3377,1.68,0,0.8137,13.8,27.6,C,0.21,41.5,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5425,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-04,0.336,0,0,0.8137,13.8,27.6,C,0,41.3,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5426,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-03,0.336,0,4.7,0.8137,13.8,27.6,C,-0.58,41.3,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5427,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-02,0.3407,0,4,0.8137,13.8,27.6,C,-0.49,41.87,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5428,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-02-01,0.3447,0,4.7,0.8137,13.8,27.6,C,-0.58,42.36,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5429,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-31,0.3493,0,10.7,0.8137,13.8,27.6,C,-1.31,42.93,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5430,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-30,0.36,0,4.8,0.8137,13.8,27.6,C,-0.59,44.25,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5431,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-29,0.3648,0.56,0.4,0.8137,13.8,27.6,C,0.01,44.84,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5432,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-28,0.3647,0,6.8,0.8137,13.8,27.6,C,-0.84,44.82,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5433,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-27,0.3716,0,13.1,0.8137,13.8,27.6,C,-1.61,45.66,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5434,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-26,0.3846,0,18,0.8137,13.8,27.6,C,-2.21,47.27,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5435,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-25,0.4026,0,16.4,0.8137,13.8,27.6,C,-2.02,49.48,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5436,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-24,0.4191,0,13.8,0.8137,13.8,27.6,C,-1.7,51.5,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5437,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-23,0.4329,0,8.2,0.8137,13.8,27.6,C,-1.01,53.2,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5438,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-22,0.4411,0,13.9,0.8137,13.8,27.6,C,-1.71,54.21,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5439,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-21,0.455,0,5.3,0.8137,13.8,27.6,C,-0.65,55.92,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5440,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-20,0.4603,0,19.3,0.8137,13.8,27.6,C,-2.37,56.57,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5441,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-19,0.4796,0,5.3,0.8137,13.8,27.6,C,-0.65,58.94,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5442,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-18,0.4849,0,5.3,0.8137,13.8,27.6,C,-0.65,59.59,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5443,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-17,0.4901,0,17.4,0.8137,13.8,27.6,C,-2.13,60.24,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5444,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-16,0.5075,0,3.8,0.8137,13.8,27.6,C,-0.47,62.37,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5445,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-15,0.5113,0,14.3,0.8137,13.8,27.6,C,-1.75,62.84,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5446,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-14,0.5256,0,11.1,0.8137,13.8,27.6,C,-1.37,64.59,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5447,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-13,0.5367,0,5.3,0.8137,13.8,27.6,C,-0.65,65.96,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5448,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-12,0.542,0,5.3,0.8137,13.8,27.6,C,-0.65,66.61,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5449,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-11,0.5473,0,18.2,0.8137,13.8,27.6,C,-2.24,67.26,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5450,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-10,0.5655,0,8.2,0.8137,13.8,27.6,C,-1.01,69.5,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5451,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-09,0.5737,2.93,0,0.8137,13.8,27.6,C,0.36,70.51,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
5452,EWE H-Gas Zone,37W000000000002O,37W000000000002O/DE/21X0000000011756,2022-01-08,0.5708,0,0,0.8137,13.8,27.6,C,0,70.15,[],DE,EWE Gasspeicher,EWE Gasspeicher GmbH
