name,code,url,gasDayStart,gasInStorage,injection,withdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,status,trend,full,info,country,short_company,company_name
UGS Krummhorn,21W000000000067S,21W000000000067S/DE/21X000000001127H,2022-01-16,-,-,-,-,-,-,N,-,-,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Krummhorn,21W000000000067S,21W000000000067S/DE/21X000000001127H,2022-01-15,-,-,-,-,-,-,N,-,-,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Krummhorn,21W000000000067S,21W000000000067S/DE/21X000000001127H,2022-01-14,-,-,-,-,-,-,N,-,-,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Krummhorn,21W000000000067S,21W000000000067S/DE/21X000000001127H,2022-01-13,-,-,-,-,-,-,N,-,-,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Krummhorn,21W000000000067S,21W000000000067S/DE/21X000000001127H,2022-01-12,-,-,-,-,-,-,N,-,-,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Krummhorn,21W000000000067S,21W000000000067S/DE/21X000000001127H,2022-01-11,-,-,-,-,-,-,N,-,-,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Krummhorn,21W000000000067S,21W000000000067S/DE/21X000000001127H,2022-01-10,-,-,-,-,-,-,N,-,-,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Krummhorn,21W000000000067S,21W000000000067S/DE/21X000000001127H,2022-01-09,-,-,-,-,-,-,N,-,-,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Krummhorn,21W000000000067S,21W000000000067S/DE/21X000000001127H,2022-01-08,-,-,-,-,-,-,N,-,-,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Krummhorn,21W000000000067S,21W000000000067S/DE/21X000000001127H,2022-01-07,-,-,-,-,-,-,N,-,-,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Krummhorn,21W000000000067S,21W000000000067S/DE/21X000000001127H,2022-01-06,-,-,-,-,-,-,N,-,-,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Krummhorn,21W000000000067S,21W000000000067S/DE/21X000000001127H,2022-01-05,-,-,-,-,-,-,N,-,-,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Krummhorn,21W000000000067S,21W000000000067S/DE/21X000000001127H,2022-01-04,-,-,-,-,-,-,N,-,-,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Krummhorn,21W000000000067S,21W000000000067S/DE/21X000000001127H,2022-01-03,-,-,-,-,-,-,N,-,-,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Krummhorn,21W000000000067S,21W000000000067S/DE/21X000000001127H,2022-01-02,-,-,-,-,-,-,N,-,-,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Krummhorn,21W000000000067S,21W000000000067S/DE/21X000000001127H,2022-01-01,-,-,-,-,-,-,N,-,-,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-05-20,6.2371,41.17,0,13.509,328.32,465.12,C,0.3,46.17,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-05-19,6.1959,2.89,0.5,13.509,328.32,465.12,C,0.02,45.87,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-05-18,6.1936,33.82,0,13.509,328.32,465.12,C,0.25,45.85,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-05-17,6.1598,44.75,0.3,13.509,328.32,465.12,C,0.33,45.6,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-05-16,6.1153,0,9.4,13.509,328.32,465.12,C,-0.07,45.27,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-05-15,6.1247,212.94,0,13.509,328.32,465.12,C,1.58,45.34,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-05-14,5.9117,160.4,0,13.509,328.32,465.12,C,1.19,43.76,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-05-13,5.7513,2.17,0,13.509,328.32,465.12,C,0.02,42.57,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-05-12,5.7492,0,320,13.509,328.32,465.12,C,-2.37,42.56,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-05-11,6.0692,0,263.9,13.509,328.32,465.12,C,-1.95,44.93,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-05-10,6.333,0,411.6,13.509,328.32,465.12,C,-3.05,46.88,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-05-09,6.7447,0,211.3,13.509,328.32,465.12,C,-1.56,49.93,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-05-08,6.956,0,125.9,13.509,328.32,465.12,C,-0.93,51.49,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-05-07,7.0819,0,113.1,13.509,328.32,465.12,C,-0.84,52.42,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-05-06,7.195,0,289.1,13.509,328.32,465.12,C,-2.14,53.26,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-05-05,7.4841,88.65,0,13.509,328.32,465.12,C,0.66,55.4,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-05-04,7.3954,235.86,0,13.509,328.32,465.12,C,1.75,54.74,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-05-03,7.1596,97.81,0,13.509,328.32,465.12,C,0.72,53,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-05-02,7.0617,0.9,7.1,13.509,328.32,465.12,C,-0.05,52.27,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-05-01,7.0679,124,0,13.509,328.32,465.12,C,0.92,52.32,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-30,6.9439,5.58,0.8,13.509,328.32,465.12,C,0.04,51.4,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-29,6.9816,19.15,5.8,14.2759,328.32,465.12,C,0.09,48.9,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-28,6.9683,46.28,0,14.2759,328.32,465.12,C,0.32,48.81,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-27,6.922,0,13.3,14.2759,328.32,465.12,C,-0.09,48.49,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-26,6.9353,179.71,0,14.2759,328.32,465.12,C,1.26,48.58,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-25,6.7556,0,59.6,14.2759,328.32,465.12,C,-0.42,47.32,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-24,6.8152,10.96,3.2,14.2759,328.32,465.12,C,0.05,47.74,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-23,6.8075,9.78,0,14.2759,328.32,465.12,C,0.07,47.69,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-22,6.7977,0,0,14.2759,328.32,465.12,C,-0,47.62,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-21,6.7977,0,16.9,14.2759,328.32,465.12,C,-0.12,47.62,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-20,6.8146,0,29.5,14.2759,328.32,465.12,C,-0.21,47.74,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-19,6.8442,0,40.6,14.2759,328.32,465.12,C,-0.28,47.94,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-18,6.8848,48.26,1.5,14.2759,328.32,465.12,C,0.33,48.23,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-17,6.8381,53.69,2.1,14.2759,328.32,465.12,C,0.36,47.9,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-16,6.7864,30.94,0.4,14.2759,328.32,465.12,C,0.21,47.54,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-15,6.7559,21.93,0,14.2759,328.32,465.12,C,0.15,47.32,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-14,6.734,105.13,0,14.2759,328.32,465.12,C,0.74,47.17,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-13,6.6289,271.15,0,14.2759,328.32,465.12,C,1.9,46.43,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-12,6.3577,108.92,0,14.2759,328.32,465.12,C,0.76,44.53,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-11,6.2488,10.67,0,14.2759,328.32,465.12,C,0.07,43.77,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-10,6.2381,123.12,0,14.2759,328.32,465.12,C,0.86,43.7,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-09,6.115,137.82,0,14.2759,328.32,465.12,C,0.97,42.83,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-08,6.0521,217.18,0,14.2759,328.32,465.12,E,1.52,42.39,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-07,5.8349,217.18,0,14.2759,328.32,465.12,C,1.52,40.87,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-06,5.6177,315.05,0,14.2759,328.32,465.12,C,2.21,39.35,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-05,5.3026,124.9,0,14.2759,328.32,465.12,C,0.87,37.14,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-04,5.1945,136.01,0,14.2759,328.32,465.12,E,0.95,36.39,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-03,5.0584,136.01,0,14.2759,328.32,465.12,C,0.95,35.43,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-02,4.9224,135.28,0,14.2759,328.32,465.12,C,0.95,34.48,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-04-01,4.7872,147.03,0,14.2759,328.32,465.12,C,1.03,33.53,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-31,4.6401,0,113.3,14.2759,328.32,465.12,C,-0.79,32.5,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-30,4.7534,0,45.4,14.2759,328.32,465.12,C,-0.32,33.3,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-29,4.7988,0.04,108.2,14.2759,328.32,465.12,C,-0.76,33.61,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-28,4.907,17.02,56.6,14.2759,328.32,465.12,C,-0.28,34.37,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-27,4.9466,0.74,7.2,14.2759,328.32,465.12,C,-0.05,34.65,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-26,4.953,27.22,1.1,14.2759,314.64,445.74,C,0.18,34.7,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-25,4.9269,0.77,43.6,14.2759,328.32,465.12,C,-0.3,34.51,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-24,4.9697,20.31,15.7,14.2759,328.32,465.12,C,0.03,34.81,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-23,4.965,0,36,14.2759,328.32,465.12,C,-0.25,34.78,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-22,5.001,0.06,56.5,14.2759,328.32,465.12,C,-0.4,35.03,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-21,5.0575,0.03,205.7,14.2759,328.32,465.12,C,-1.44,35.43,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-20,5.2631,5.36,0,14.2759,328.32,465.12,C,0.04,36.87,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-19,5.2578,9.85,0,14.2759,328.32,465.12,C,0.07,36.83,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-18,5.2479,0,246.2,14.2759,328.32,465.12,C,-1.72,36.76,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-17,5.4941,0,212.9,14.2759,328.32,465.12,C,-1.49,38.49,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-16,5.707,0,192.6,14.2759,328.32,465.12,C,-1.35,39.98,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-15,5.8996,0,12.6,14.2759,328.32,465.12,C,-0.09,41.33,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-14,5.9122,0,15.1,14.2759,328.32,465.12,C,-0.11,41.41,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-13,5.9273,19.96,0,14.2759,328.32,465.12,C,0.14,41.52,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-12,5.9073,5.23,0,14.2759,328.32,465.12,C,0.04,41.38,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-11,5.9021,0,0.4,14.2759,328.32,465.12,C,-0,41.34,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-10,5.9024,74.85,0,14.2759,328.32,465.12,C,0.52,41.35,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-09,5.8276,71.17,0,14.2759,328.32,465.12,C,0.5,40.82,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-08,5.7564,61.56,0,14.2759,328.32,465.12,C,0.43,40.32,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-07,5.6948,80.76,0,14.2759,328.32,465.12,C,0.57,39.89,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-06,5.6141,80.76,0,14.2759,328.32,465.12,C,0.57,39.33,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-05,5.5333,80.77,0,14.2759,328.32,465.12,C,0.57,38.76,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-04,5.4526,80.77,0,14.2759,328.32,465.12,C,0.57,38.19,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-03,5.3718,83.72,0,14.2759,328.32,465.12,C,0.59,37.63,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-02,5.2881,93.31,0,14.2759,328.32,465.12,C,0.65,37.04,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-03-01,5.1947,93.32,0,14.2759,328.32,465.12,C,0.65,36.39,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-28,5.1014,0,24,14.2759,328.32,465.12,C,-0.17,35.73,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-27,5.1254,0,1,14.2759,328.32,465.12,C,-0.01,35.9,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-26,5.1264,0,1,14.2759,328.32,465.12,C,-0.01,35.91,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-25,5.1273,0,1,14.2759,328.32,465.12,C,-0.01,35.92,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-24,5.1283,0,0.9,14.2759,328.32,465.12,C,-0.01,35.92,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-23,5.1292,0,0.9,14.2759,328.32,465.12,C,-0.01,35.93,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-22,5.1302,0,0.9,14.2759,328.32,465.12,C,-0.01,35.94,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-21,5.1311,0,1,14.2759,328.32,465.12,C,-0.01,35.94,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-20,5.1321,0,0.9,14.2759,328.32,465.12,C,-0.01,35.95,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-19,5.133,0,0.9,14.2759,328.32,465.12,C,-0.01,35.96,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-18,5.134,0,0.9,14.2759,328.32,465.12,C,-0.01,35.96,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-17,5.1349,0,1,14.2759,328.32,465.12,C,-0.01,35.97,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-16,5.1358,0,1,14.2759,328.32,465.12,C,-0.01,35.98,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-15,5.1368,0,181,14.2759,328.32,465.12,C,-1.27,35.98,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-14,5.3178,0,60.8,14.2759,328.32,465.12,C,-0.43,37.25,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-13,5.3787,1,15.7,14.2759,328.32,465.12,C,-0.1,37.68,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-12,5.3934,0,11,14.2759,328.32,465.12,C,-0.08,37.78,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-11,5.4044,0,23.6,14.2759,328.32,465.12,C,-0.17,37.86,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-10,5.428,0,58.2,14.2759,328.32,465.12,C,-0.41,38.02,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-09,5.4862,0,0.9,14.2759,328.32,465.12,C,-0.01,38.43,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-08,5.4871,0,69.5,14.2759,328.32,465.12,C,-0.49,38.44,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-07,5.5566,0,133.9,14.2759,328.32,465.12,C,-0.94,38.92,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-06,5.6906,0,0.9,14.2759,328.32,465.12,C,-0.01,39.86,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-05,5.6915,0,8,14.2759,328.32,465.12,C,-0.06,39.87,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-04,5.6995,0,145.8,14.2759,328.32,465.12,C,-1.02,39.92,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
UGS Epe Uniper H-Gas,21W000000000066U,21W000000000066U/DE/21X000000001127H,2022-02-03,5.8453,0,102.2,14.2759,328.32,465.12,C,-0.72,40.95,[],DE,Uniper Energy Storage,Uniper Energy Storage GmbH
