name,code,url,gasDayStart,gasInStorage,injection,withdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,status,trend,full,info,country,short_company,company_name
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-05-14,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-05-13,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-05-12,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-05-11,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-05-10,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-05-09,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-05-08,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-05-07,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-05-06,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-05-05,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-05-04,0.0006,0,0,21.3189,184.66,208.98,E,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-05-03,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-05-02,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-05-01,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-30,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-29,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-28,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-27,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-26,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-25,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-24,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-23,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-22,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-21,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-20,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-19,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-18,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-17,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-16,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-15,0.0006,0,9.2,21.3189,184.66,208.98,C,-0.04,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-14,0.0098,0,0,21.3189,184.66,208.98,C,0,0.05,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-13,0.0098,0,0,21.3189,184.66,208.98,C,0,0.05,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-12,0.0098,0,0,21.3189,184.66,208.98,E,0,0.05,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-11,0.0098,0,0,21.3189,184.66,208.98,C,0,0.05,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-10,0.0098,0,0,21.3189,184.66,208.98,C,0,0.05,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-09,0.0098,0,0,21.3189,184.66,208.98,C,0,0.05,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-08,0.0098,0,0,21.3189,184.66,208.98,E,0,0.05,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-07,0.0098,0,0,21.3189,184.66,208.98,C,0,0.05,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-06,0.0098,0,0,21.3189,184.66,208.98,C,0,0.05,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-05,0.0098,0,0,21.3189,184.66,208.98,C,0,0.05,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-04,0.0098,0,0,21.3189,184.66,208.98,E,0,0.05,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-03,0.0098,0,0,21.3189,184.66,208.98,C,0,0.05,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-02,0.0098,0,0,21.3189,184.66,208.98,C,0,0.05,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-04-01,0.0098,0,0,21.3189,184.66,208.98,C,0,0.05,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-31,0.0098,0,0,21.3189,184.66,208.98,C,0,0.05,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-30,0.0098,0,0,21.3189,184.66,208.98,C,0,0.05,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-29,0.0098,0,91.2,21.3189,184.66,208.98,C,-0.43,0.05,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-28,0.101,0,122.3,21.3189,184.66,208.98,C,-0.57,0.47,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-27,0.2233,0,126,21.3189,184.66,208.98,C,-0.59,1.05,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-26,0.3493,0,123.1,21.3189,176.97,200.28,C,-0.58,1.64,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-25,0.4724,0,129.6,21.3189,184.66,208.98,C,-0.61,2.22,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-24,0.602,0,130.8,21.3189,184.66,208.98,C,-0.61,2.82,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-23,0.7328,0,133.2,21.3189,184.66,208.98,C,-0.62,3.44,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-22,0.866,0,55.7,21.3189,184.66,208.98,C,-0.26,4.06,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-21,0.9216,0,111.5,21.3189,184.66,208.98,C,-0.52,4.32,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-20,1.0331,0,136.8,21.3189,184.66,208.98,C,-0.64,4.85,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-19,1.1699,0,139.2,21.3189,184.66,208.98,C,-0.65,5.49,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-18,1.3091,0,132.5,21.3189,184.66,208.98,C,-0.62,6.14,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-17,1.4416,0,142.8,21.3189,184.66,208.98,C,-0.67,6.76,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-16,1.5844,0,146.4,21.3189,184.66,208.98,C,-0.69,7.43,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-15,1.7308,0,105.6,21.3189,184.66,208.98,C,-0.5,8.12,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-14,1.8365,0,0,21.3189,184.66,208.98,C,0,8.61,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-13,1.8365,0,0,21.3189,184.66,208.98,C,0,8.61,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-12,1.8365,0,0,21.3189,184.66,208.98,C,0,8.61,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-11,1.8365,0,0,21.3189,184.66,208.98,C,0,8.61,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-10,1.8365,0,0,21.3189,184.66,208.98,C,0,8.61,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-09,1.8365,0,1,21.3189,184.66,208.98,C,-0,8.61,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-08,1.8374,0,1.2,21.3189,184.66,208.98,C,-0.01,8.62,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-07,1.8386,0,1.2,21.3189,184.66,208.98,C,-0.01,8.62,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-06,1.8398,0,1.2,21.3189,184.66,208.98,C,-0.01,8.63,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-05,1.841,0,1.2,21.3189,184.66,208.98,C,-0.01,8.64,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-04,1.8422,0,1.2,21.3189,184.66,208.98,C,-0.01,8.64,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-03,1.8434,0,1.2,21.3189,184.66,208.98,C,-0.01,8.65,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-02,1.8446,0,1.2,21.3189,184.66,208.98,C,-0.01,8.65,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-03-01,1.8458,0,0,21.3189,184.66,208.98,C,0,8.66,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-28,1.8458,0,0,21.3189,184.66,208.98,C,0,8.66,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-27,1.8458,0,0,21.3189,184.66,208.98,C,0,8.66,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-26,1.8458,0,0,21.3189,184.66,208.98,C,0,8.66,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-25,1.8458,0,0,21.3189,184.66,208.98,C,0,8.66,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-24,1.8458,0,0,21.3189,184.66,208.98,C,0,8.66,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-23,1.8458,0,1.2,21.3189,184.66,208.98,C,-0.01,8.66,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-22,1.847,0,1.2,21.3189,184.66,208.98,C,-0.01,8.66,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-21,1.8482,0,1.2,21.3189,184.66,208.98,C,-0.01,8.67,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-20,1.8494,0,1.2,21.3189,184.66,208.98,C,-0.01,8.67,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-19,1.8506,0,1.2,21.3189,184.66,208.98,C,-0.01,8.68,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-18,1.8518,0,1.2,21.3189,184.66,208.98,C,-0.01,8.69,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-17,1.853,0,1.2,21.3189,184.66,208.98,C,-0.01,8.69,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-16,1.8542,0,1.2,21.3189,184.66,208.98,C,-0.01,8.7,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-15,1.8554,0,1.2,21.3189,184.66,208.98,C,-0.01,8.7,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-14,1.8566,0,0,21.3189,184.66,208.98,C,0,8.71,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-13,1.8566,0,0,21.3189,184.66,208.98,C,0,8.71,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-12,1.8566,0,0,21.3189,184.66,208.98,C,0,8.71,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-11,1.8566,0,0,21.3189,184.66,208.98,C,0,8.71,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-10,1.8566,0,0,21.3189,184.66,208.98,C,0,8.71,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-09,1.8566,0,0,21.3189,184.66,208.98,C,0,8.71,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-08,1.8566,0,0,21.3189,184.66,208.98,C,0,8.71,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-07,1.8566,9.04,9,21.3189,184.66,208.98,C,0,8.71,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-06,1.8566,0,0,21.3189,184.66,208.98,C,0,8.71,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-05,1.8566,0,0,21.3189,184.66,208.98,C,0,8.71,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-04,1.8566,0,0,21.3189,184.66,208.98,C,0,8.71,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-03,1.8566,0,0,21.3189,184.66,208.98,C,0,8.71,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-02,1.8566,0,0,21.3189,184.66,208.98,C,0,8.71,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-02-01,1.8566,0,0,21.3189,184.66,208.98,C,0,8.71,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-01-31,1.8566,0,0,21.3189,184.66,208.98,C,0,8.71,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-01-30,1.8566,0,0,21.3189,184.66,208.98,C,0,8.71,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-01-29,1.8566,0,0,21.3189,184.66,208.98,C,0,8.71,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-01-28,1.8566,0,0,21.3189,184.66,208.98,C,0,8.71,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-01-27,1.8566,0,0,21.3189,184.66,208.98,C,0,8.71,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-01-26,1.8566,0,0,21.3189,184.66,208.98,C,0,8.71,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-01-25,1.8566,0,0,21.3189,184.66,208.98,C,0,8.71,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-01-24,1.8566,0,1.4,21.3189,184.66,208.98,C,-0.01,8.71,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-01-23,1.8581,0,1.4,21.3189,184.66,208.98,C,-0.01,8.72,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-01-22,1.8595,0,1.4,21.3189,184.66,208.98,C,-0.01,8.72,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-01-21,1.8609,0,1.4,21.3189,184.66,208.98,C,-0.01,8.73,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-01-20,1.8624,0,1.4,21.3189,184.66,208.98,C,-0.01,8.74,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-01-19,1.8638,0,1.4,21.3189,184.66,208.98,C,-0.01,8.74,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-01-18,1.8653,0,1.4,21.3189,184.66,208.98,C,-0.01,8.75,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-01-17,1.8667,0,1.4,21.3189,184.66,208.98,C,-0.01,8.76,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-01-16,1.8681,0,1.4,21.3189,184.66,208.98,C,-0.01,8.76,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-01-15,1.8696,0,1.4,21.3189,184.66,208.98,C,-0.01,8.77,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-01-14,1.871,0,1.4,21.3189,184.66,208.98,C,-0.01,8.78,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-01-13,1.8725,0,1.4,21.3189,184.66,208.98,C,-0.01,8.78,[],AT,GSA,GSA LLC
